product_bought,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Y,M,College,184428,Under 55,Y,E,Married,Y,Professional,Low,Owner,South,3,G
Y,F,HS,244923,NA,Y,F,Married,NA,Sales/Service,Low,Owner,South,8,H
Y,M,College,185332,Under 55,Y,J,Married,Y,Sales/Service,Med,Owner,South,5,E
N,F,Bach,522764,NA,N,B,NA,N,Professional,Low,Owner,South,1,G
N,M,College,27631,Under 65,Y,J,Married,N,Farm,Low,Owner,South,9,D
Y,M,Less than HS,158572,Under 45,Y,E,NA,NA,Blue Collar,Low,Owner,West,5,E
N,F,College,0,Under 25,Y,E,NA,NA,Sales/Service,Low,Renter,South,9,A
Y,F,Grad,311876,Under 55,Y,A,Single,NA,Professional,Low,Owner,Midwest,1,F
N,F,Bach,981981,Under 45,Y,B,NA,NA,Professional,High,Owner,Northeast,1,L
Y,M,Grad,706668,Under 55,N,B,Married,Y,Professional,High,Owner,South,3,L
Y,F,Grad,421120,Under 45,Y,C,Married,Y,Sales/Service,Low,Owner,South,2,C
N,M,Less than HS,74506,Over 65,N,F,NA,N,Professional,Low,Owner,Northeast,5,B
N,M,Less than HS,0,Under 35,Y,C,NA,Y,Blue Collar,Low,Owner,Midwest,3,G
N,M,Less than HS,609310,Under 55,N,E,Married,Y,Blue Collar,Low,Renter,West,1,F
N,M,College,93740,Under 45,Y,J,Married,Y,Professional,Low,Owner,Northeast,6,D
Y,F,Bach,452132,Under 45,Y,B,Married,Y,Professional,High,Owner,South,1,G
Y,M,Bach,523200,Under 65,Y,B,NA,N,Sales/Service,High,Owner,West,3,G
N,NA,College,199950,NA,Y,H,NA,N,Sales/Service,Low,Owner,West,3,C
N,M,College,136548,NA,Y,C,Married,Y,Blue Collar,Low,Owner,West,8,C
N,M,Bach,612362,Over 65,Y,E,NA,N,Retired,Low,Renter,Northeast,1,F
N,F,College,0,Under 65,Y,G,NA,N,Sales/Service,Low,Renter,Northeast,5,A
Y,M,College,410058,Under 35,Y,E,NA,NA,Sales/Service,High,Owner,Northeast,5,E
Y,M,Less than HS,565383,Under 55,Y,C,Married,Y,Professional,Med,Owner,South,1,H
Y,M,College,376900,Under 45,Y,C,Married,Y,Sales/Service,High,Owner,South,1,F
Y,M,Grad,1940581,Under 55,Y,B,Married,N,Blue Collar,High,Owner,West,2,L
N,F,HS,325637,Under 65,Y,B,Married,N,Retired,Low,Owner,South,2,F
N,F,Less than HS,634380,NA,N,G,NA,Y,Others,Low,Renter,Northeast,7,G
N,M,HS,53737,Over 65,Y,F,NA,Y,Retired,Low,Owner,South,6,F
N,M,Less than HS,201650,NA,N,A,NA,N,Sales/Service,Low,Owner,South,8,E
N,NA,HS,1000000,NA,N,G,Single,Y,Professional,Low,Renter,West,8,A
Y,F,College,82022,Under 35,N,F,NA,NA,Sales/Service,Med,Owner,Midwest,5,D
Y,F,College,94012,Under 55,Y,C,Married,Y,Sales/Service,Low,Owner,Midwest,5,E
Y,M,College,629257,Under 35,Y,E,NA,Y,Sales/Service,High,Owner,West,1,G
Y,M,Grad,0,Over 65,Y,E,Married,NA,Professional,Low,NA,Northeast,1,D
Y,M,Bach,529478,Over 65,Y,B,Married,N,Professional,Low,Owner,South,1,J
Y,M,HS,560783,Under 45,Y,C,NA,Y,Professional,High,Owner,Midwest,1,K
Y,M,HS,388214,Under 55,N,E,Single,N,Blue Collar,Low,Owner,Northeast,1,D
N,F,HS,154507,Under 65,Y,D,Married,N,Others,Low,Owner,Northeast,7,G
N,F,HS,239037,Under 65,Y,F,NA,N,Sales/Service,Low,NA,South,8,F
Y,M,HS,323512,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Northeast,1,F
Y,F,Bach,162159,Under 55,N,E,Single,NA,Professional,Low,Owner,West,3,E
N,M,College,366894,Under 35,Y,C,Married,Y,Sales/Service,High,Owner,West,2,E
N,M,Grad,917235,Under 55,Y,B,NA,Y,Professional,Low,Owner,West,1,E
Y,M,Less than HS,26771,NA,N,G,NA,Y,Farm,Low,Owner,South,8,D
N,M,Less than HS,26396,Under 45,Y,G,Married,Y,Blue Collar,Low,Owner,South,4,D
Y,F,Bach,0,NA,Y,B,NA,N,Professional,Low,NA,South,3,F
Y,M,Grad,858702,Under 55,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,K
N,M,Bach,0,Under 45,Y,G,Single,NA,Sales/Service,Low,Renter,Midwest,5,D
Y,F,HS,0,Over 65,Y,H,NA,N,Retired,Low,Owner,West,4,D
N,F,College,28536,Under 55,N,J,Married,N,Blue Collar,Low,Owner,Northeast,5,D
Y,F,Bach,96031,Under 65,Y,E,NA,Y,Sales/Service,Low,Owner,Midwest,2,F
Y,M,HS,203653,NA,N,E,Married,NA,Sales/Service,Low,Owner,Midwest,9,E
N,F,HS,0,Under 55,N,B,Married,N,Blue Collar,Low,Renter,Midwest,3,E
N,F,HS,70337,NA,N,G,Married,NA,Sales/Service,Low,Renter,Midwest,9,E
N,F,Less than HS,0,Under 35,N,G,Single,Y,Others,Low,Renter,Northeast,9,F
Y,M,Bach,0,NA,N,A,Single,Y,Sales/Service,Low,Renter,West,3,D
N,F,HS,118243,Over 65,Y,F,NA,N,Retired,Low,Owner,Northeast,3,D
N,F,Grad,604950,Under 45,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,F
Y,F,Less than HS,300022,Under 55,Y,C,Married,Y,Professional,High,Owner,West,2,G
N,F,Bach,609691,Under 35,Y,A,Married,N,Professional,Low,NA,South,2,E
Y,F,Grad,1360810,Under 45,Y,B,Married,Y,Professional,Low,Owner,South,1,L
Y,M,HS,0,Under 55,N,G,Married,NA,Blue Collar,Low,Renter,West,6,A
Y,M,Grad,114384,Over 65,Y,D,Married,N,Retired,Low,Owner,Midwest,1,E
Y,M,Grad,299630,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,2,L
Y,M,HS,0,Under 45,Y,G,NA,Y,Blue Collar,Low,Renter,Northeast,3,E
Y,F,Less than HS,193475,Under 65,Y,J,Married,N,Professional,Med,Owner,South,4,D
N,NA,HS,416271,NA,N,C,Married,Y,Professional,High,Owner,South,1,G
N,M,HS,0,Under 55,N,E,Married,NA,Sales/Service,Low,Owner,Rest,2,E
Y,M,HS,117556,Under 65,N,I,Married,N,Blue Collar,Low,Owner,South,6,D
N,F,College,174730,Under 35,N,E,NA,NA,Blue Collar,Low,Renter,West,4,D
Y,F,College,0,NA,N,A,NA,Y,Sales/Service,Low,Renter,West,9,H
N,M,College,345257,Under 35,Y,B,Single,N,Others,Med,Owner,Midwest,1,F
N,F,HS,58271,Under 25,Y,G,NA,Y,Sales/Service,Low,Owner,South,5,C
N,F,Grad,464667,Under 45,Y,C,Married,Y,Blue Collar,High,Owner,Northeast,1,F
Y,F,Grad,300840,Under 65,Y,C,Married,Y,Professional,Low,Owner,South,1,H
Y,M,Bach,620624,Under 45,Y,C,NA,NA,Sales/Service,Low,Owner,West,6,C
N,F,College,113697,Under 45,N,F,Single,NA,Professional,Low,Owner,Midwest,3,F
N,M,Grad,1015062,Under 35,Y,B,Married,Y,Sales/Service,High,Owner,South,1,J
Y,M,College,271202,Under 65,Y,B,Married,NA,Sales/Service,Low,NA,Midwest,5,H
Y,M,Bach,577809,Under 45,Y,C,Married,Y,Professional,High,Owner,South,2,J
N,F,Grad,299205,Under 35,Y,B,NA,N,Sales/Service,Low,NA,South,3,D
Y,F,Bach,265502,Under 55,N,B,NA,NA,Professional,High,Owner,Midwest,1,K
Y,M,Grad,275497,NA,Y,E,Married,NA,Professional,Med,Owner,West,9,D
Y,F,Grad,0,Under 65,Y,B,Married,Y,Sales/Service,Low,Owner,Midwest,2,A
Y,F,College,176841,Under 55,Y,E,NA,Y,Retired,Med,Owner,Midwest,3,F
N,M,College,637650,Under 35,Y,B,NA,N,Professional,Med,Owner,West,2,F
N,F,College,85445,NA,N,D,NA,N,Professional,Low,Owner,South,1,C
N,M,College,279999,Under 65,N,B,Married,N,Sales/Service,Low,Owner,Midwest,3,E
Y,M,Bach,592960,Under 55,Y,F,Married,Y,Professional,Med,Owner,Northeast,1,F
Y,M,College,168623,Over 65,Y,D,Married,N,Professional,Low,Owner,South,1,E
N,F,HS,0,NA,N,G,NA,NA,Professional,Low,Renter,Northeast,9,C
N,M,HS,148621,NA,N,G,Married,Y,Blue Collar,Low,Renter,South,3,C
N,M,College,116332,Under 45,N,C,NA,Y,Blue Collar,High,Owner,West,3,E
N,M,College,310083,Under 45,Y,B,NA,NA,Professional,Low,Owner,South,1,E
N,F,NA,309968,Over 65,N,H,Married,N,Retired,Med,Owner,West,3,F
N,F,Less than HS,119082,NA,Y,G,Married,Y,Sales/Service,Low,Renter,South,8,E
Y,M,HS,0,NA,Y,A,Married,Y,Blue Collar,Low,Renter,South,1,D
N,M,Bach,97517,Under 45,Y,E,Married,Y,Professional,Low,Owner,South,2,D
N,NA,HS,77651,Under 45,N,G,NA,Y,Blue Collar,Low,Renter,South,5,C
N,F,HS,0,Under 65,Y,A,Married,N,Retired,Low,NA,South,3,E
N,NA,HS,0,NA,N,D,Married,N,Professional,Low,Owner,Midwest,3,B
N,F,Bach,237402,Under 55,Y,E,Married,NA,Sales/Service,Low,Owner,Northeast,4,G
Y,M,College,478183,Under 45,Y,E,Married,Y,Blue Collar,High,Owner,South,3,F
N,F,Bach,145838,Under 35,Y,A,NA,NA,Professional,Med,Owner,Midwest,1,D
N,F,Bach,0,Over 65,N,D,Married,NA,Retired,Low,Renter,Midwest,2,F
N,M,College,445210,Under 45,Y,B,Married,NA,Professional,High,Owner,Midwest,1,K
N,M,College,97991,NA,Y,I,Married,NA,Blue Collar,Low,Owner,South,8,D
N,F,HS,60222,Under 45,Y,I,NA,NA,Sales/Service,Low,NA,South,7,F
Y,M,NA,394067,NA,Y,B,NA,NA,Others,High,Owner,South,1,F
Y,NA,NA,483839,NA,Y,C,Married,NA,Professional,Low,Owner,South,6,A
Y,M,College,570102,Under 65,Y,C,Married,Y,Sales/Service,High,Owner,Northeast,1,J
Y,M,Bach,260510,Under 55,Y,C,Married,N,Professional,Med,Owner,South,1,E
Y,M,HS,189006,Under 65,Y,I,Married,N,Sales/Service,Low,Owner,West,2,E
N,M,Bach,708173,Under 65,Y,B,Married,N,Sales/Service,Low,Owner,West,1,H
Y,M,Bach,457625,Under 65,Y,G,Single,Y,Professional,Low,Renter,South,2,E
Y,M,College,91124,NA,Y,F,NA,NA,Sales/Service,Low,Owner,Northeast,4,D
Y,M,College,440160,NA,N,B,Married,Y,Blue Collar,Low,Owner,South,6,K
N,M,HS,0,NA,Y,G,Single,N,Professional,Low,Renter,South,9,E
N,F,Bach,0,Under 55,N,G,Married,N,Sales/Service,Low,Renter,West,6,D
Y,M,Grad,1072385,Under 55,Y,C,Married,Y,Professional,High,Owner,West,1,L
Y,F,Bach,546918,Under 45,Y,E,Married,Y,Sales/Service,Low,Owner,South,3,E
Y,M,HS,169516,Under 35,N,F,Married,Y,Sales/Service,Low,Owner,West,5,B
N,M,HS,0,Over 65,N,D,NA,N,Retired,Low,NA,Midwest,5,A
N,NA,Bach,165789,NA,Y,D,NA,N,Professional,Low,Owner,South,1,F
Y,F,College,328253,Under 55,Y,E,NA,N,Professional,Low,Owner,South,1,E
Y,F,Grad,407628,Under 55,Y,C,Married,Y,Professional,Low,Owner,South,1,K
Y,M,Bach,729864,Under 45,Y,C,Married,Y,Professional,Med,Owner,West,1,J
N,F,HS,11063,Under 35,N,G,Married,Y,Blue Collar,Low,Owner,South,6,A
Y,M,College,464124,Under 55,Y,C,Married,Y,Professional,High,Owner,Northeast,2,H
N,F,HS,300636,Over 65,Y,D,NA,N,Retired,Low,Renter,West,2,B
Y,M,Grad,0,NA,Y,G,Single,NA,Blue Collar,Low,Renter,Northeast,8,G
Y,F,Grad,0,Under 55,Y,E,Single,N,Professional,Low,Renter,Midwest,5,D
Y,M,HS,303129,Under 55,N,B,Married,NA,Blue Collar,Med,Owner,South,1,K
Y,M,Less than HS,2000000,Under 65,N,A,Married,Y,Retired,Low,NA,South,1,G
Y,M,HS,268630,Under 55,N,C,Married,Y,Sales/Service,Low,Owner,Northeast,2,E
Y,M,College,1014681,NA,N,B,Married,Y,Professional,Low,Owner,South,1,L
Y,M,Bach,0,Under 55,N,C,Married,Y,Blue Collar,Low,Renter,Midwest,6,D
N,F,Grad,125350,Under 45,Y,E,NA,Y,Professional,Low,Owner,Midwest,5,E
N,F,HS,283999,Under 65,Y,D,Married,N,Blue Collar,Low,Owner,Northeast,1,A
Y,F,Bach,358174,Under 65,Y,C,NA,Y,Professional,High,Owner,South,2,E
N,F,Bach,0,Under 35,N,A,Married,NA,Blue Collar,Low,NA,South,7,F
Y,M,Bach,209345,Under 55,Y,E,Married,NA,Sales/Service,Low,Owner,South,3,E
Y,F,College,495950,Under 65,N,B,Married,NA,Professional,High,Owner,West,2,G
Y,M,College,194216,Under 65,N,B,Married,N,Blue Collar,Med,Owner,West,3,E
N,F,Less than HS,363787,Under 35,N,D,NA,NA,Professional,Low,Owner,Northeast,1,A
Y,M,College,487616,Under 55,Y,B,Married,N,Professional,Med,Owner,West,1,I
N,F,HS,187153,Under 25,N,C,NA,Y,Sales/Service,Med,Owner,Midwest,1,H
Y,M,College,232333,Under 65,Y,J,NA,N,Sales/Service,Low,Owner,South,1,C
N,F,Bach,833196,Under 45,Y,C,Married,Y,Professional,High,Owner,Midwest,1,L
Y,M,College,108780,Under 25,Y,B,NA,N,Sales/Service,Low,Owner,Midwest,3,I
N,M,Less than HS,301537,Under 55,N,F,Married,Y,Blue Collar,Low,Renter,West,9,E
Y,F,HS,209334,Over 65,Y,I,NA,N,Retired,Low,Owner,Midwest,2,B
N,F,Bach,307543,Over 65,N,B,NA,N,Retired,Med,Owner,South,2,I
N,M,HS,181386,Under 55,Y,E,Married,Y,Blue Collar,Low,Renter,South,1,F
Y,F,Less than HS,121676,Under 65,Y,G,NA,Y,Sales/Service,Low,NA,South,3,C
Y,F,College,158953,NA,Y,E,NA,Y,Sales/Service,Low,Renter,Northeast,1,G
N,F,HS,138484,Under 45,Y,I,NA,Y,Sales/Service,Low,Owner,Midwest,5,E
Y,F,Grad,306562,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,3,I
Y,F,College,218654,Under 65,Y,C,NA,Y,Professional,Low,Owner,Rest,3,G
Y,M,College,344385,NA,Y,E,NA,N,Professional,Med,Owner,West,4,E
N,F,College,236813,Over 65,Y,D,NA,N,Retired,Low,Owner,Midwest,2,E
N,M,Grad,0,Over 65,Y,B,NA,NA,Retired,Low,NA,Northeast,2,G
N,F,HS,95222,Over 65,Y,I,NA,Y,Blue Collar,Low,Owner,South,3,B
Y,M,College,0,Under 35,Y,A,Single,NA,Sales/Service,Low,NA,South,1,A
Y,M,HS,374374,Under 65,Y,C,NA,Y,Sales/Service,High,Owner,Midwest,1,L
N,F,HS,0,Over 65,Y,E,NA,Y,Retired,Low,Renter,South,6,F
Y,M,Bach,771196,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,1,H
Y,F,College,274843,Under 45,Y,A,Single,Y,Professional,Low,Owner,South,2,B
N,F,Bach,126679,Under 45,N,E,NA,NA,Professional,Low,Owner,South,8,G
N,M,Bach,833621,Under 35,Y,B,NA,N,Professional,Med,Owner,South,1,L
N,M,HS,169549,Over 65,Y,F,Married,N,Retired,Low,Owner,West,4,E
N,F,College,0,Under 35,N,F,Married,Y,Sales/Service,Low,NA,Northeast,4,E
N,F,NA,0,Under 45,N,I,Married,Y,Sales/Service,Low,Owner,Midwest,5,B
N,M,HS,122537,Under 45,N,E,Married,Y,Blue Collar,Low,Owner,South,3,E
Y,M,College,278604,Under 35,Y,C,NA,Y,Professional,Low,Owner,South,1,I
N,F,HS,267813,NA,Y,F,NA,NA,Professional,Low,NA,Northeast,8,G
N,F,HS,421830,Under 55,N,F,Married,Y,Sales/Service,Low,Owner,Northeast,5,D
N,F,Bach,449505,Under 65,Y,B,NA,NA,Sales/Service,Med,Owner,West,1,E
Y,F,Grad,344331,NA,Y,G,Married,NA,Sales/Service,Low,Renter,Northeast,8,F
N,F,HS,64473,Under 35,Y,D,NA,N,Professional,Low,Owner,South,3,B
N,M,Grad,411575,NA,Y,A,Single,N,Professional,Low,Renter,South,5,F
Y,M,Less than HS,107801,NA,Y,G,Single,N,Blue Collar,Low,Owner,Midwest,2,E
Y,F,HS,0,Under 65,Y,G,Single,N,Sales/Service,Low,Renter,Northeast,3,D
Y,M,Grad,949553,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,J
N,F,Grad,349497,Under 55,Y,E,Married,Y,Professional,Low,Owner,Midwest,2,F
Y,M,HS,615806,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,H
Y,F,NA,264979,Under 55,N,E,NA,Y,Professional,Low,Owner,Northeast,3,F
Y,M,College,502272,Under 55,Y,C,Married,Y,Blue Collar,Med,Owner,West,1,J
N,M,Bach,0,Over 65,Y,H,Married,N,Retired,Low,Renter,Midwest,6,H
N,M,Less than HS,0,NA,N,G,NA,Y,Sales/Service,Low,Renter,South,4,A
N,F,Grad,296752,Under 35,Y,E,NA,NA,Professional,Low,Owner,West,3,F
N,F,College,65674,Under 55,Y,I,Married,N,Professional,Low,Owner,Northeast,3,D
Y,M,Bach,0,Under 55,Y,E,Married,N,Professional,Low,Owner,Northeast,3,E
Y,F,Grad,638565,Under 65,N,B,Married,N,Sales/Service,Low,Owner,South,1,G
Y,F,HS,604296,Under 55,Y,C,NA,NA,Professional,High,Owner,Northeast,2,E
Y,M,Grad,171193,Over 65,Y,E,NA,NA,Retired,Med,Owner,West,6,E
Y,F,Bach,174830,Under 45,N,C,Married,Y,Sales/Service,Med,Owner,South,3,E
Y,M,HS,182575,Under 65,N,B,Single,N,Professional,Low,Owner,South,1,E
N,M,HS,117382,Under 35,Y,D,NA,N,Blue Collar,Low,Owner,Midwest,6,F
N,M,Grad,138750,Under 65,Y,D,Single,N,Sales/Service,Low,Owner,Midwest,6,F
Y,M,College,693420,Under 65,Y,C,Married,Y,Professional,High,Owner,South,1,G
Y,M,Grad,247648,Under 35,Y,F,Single,Y,Blue Collar,Low,NA,Northeast,3,B
N,F,Less than HS,0,Over 65,N,B,NA,N,Retired,Low,Owner,South,3,D
Y,F,Bach,432163,Under 55,Y,B,NA,N,Professional,Low,Owner,Rest,1,H
N,M,Less than HS,331890,Under 65,Y,B,Married,N,Professional,Low,Owner,West,1,I
N,F,College,113894,Under 55,N,G,Married,Y,Professional,Low,Renter,South,9,B
Y,M,Bach,516398,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,K
Y,F,College,106400,Under 35,N,F,Married,Y,Professional,Low,Owner,South,6,E
Y,F,Grad,197344,Under 65,Y,J,NA,Y,Professional,Low,Owner,West,6,F
Y,M,Bach,1108257,Under 65,Y,B,Married,N,Professional,High,Owner,West,2,K
N,M,Less than HS,0,Under 45,N,F,Single,Y,Blue Collar,Low,NA,Midwest,3,E
N,M,HS,0,Under 55,Y,G,Single,N,Blue Collar,Low,Renter,South,7,F
Y,M,Bach,169222,Under 55,Y,E,Married,Y,Professional,Low,Owner,Midwest,2,F
N,F,HS,390111,Under 45,Y,C,NA,N,Blue Collar,High,Owner,Midwest,1,H
N,M,HS,118177,Under 65,N,E,NA,NA,Retired,Low,Owner,Northeast,5,D
Y,M,Bach,269934,Under 55,Y,C,Married,Y,Sales/Service,High,Owner,West,2,G
N,F,Grad,174618,Under 65,Y,E,NA,N,Professional,Low,Owner,South,5,F
N,M,Bach,0,Under 45,N,G,Single,NA,Sales/Service,Low,Renter,Midwest,6,D
N,F,Grad,0,Under 35,Y,E,Married,Y,Sales/Service,Low,Renter,South,2,E
N,M,HS,125513,NA,N,H,NA,N,Others,Low,Owner,Northeast,2,B
N,F,HS,0,Over 65,Y,D,Married,N,Professional,Low,Owner,South,2,D
N,F,College,0,Under 45,Y,A,Single,Y,Sales/Service,Low,NA,South,3,G
Y,M,Bach,418745,Under 45,Y,B,Married,Y,Professional,Med,Owner,South,1,G
N,M,Bach,0,Under 35,N,E,NA,Y,Blue Collar,Low,Renter,South,9,D
Y,F,College,374262,Over 65,N,D,NA,N,Others,Low,Owner,South,1,E
Y,M,College,163434,Under 55,N,G,Single,NA,Professional,Low,Owner,Northeast,3,C
N,M,HS,196298,Under 25,Y,C,NA,Y,Blue Collar,Low,Owner,South,8,E
N,F,Bach,338336,Under 55,Y,B,NA,Y,Sales/Service,Low,Owner,Northeast,1,H
Y,M,Bach,996021,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,L
N,M,HS,517968,Over 65,Y,E,Married,Y,Retired,Low,Owner,West,2,D
N,M,Grad,809473,Over 65,Y,E,NA,Y,Sales/Service,Low,Owner,Midwest,2,C
Y,M,Bach,292774,Under 55,Y,B,Married,NA,Professional,Low,Owner,Northeast,2,F
Y,F,Bach,675026,Under 45,Y,C,Married,Y,Professional,High,Owner,West,3,J
N,NA,Grad,4207945,NA,Y,B,NA,Y,Professional,High,Owner,West,1,L
Y,M,College,82155,NA,Y,E,Married,Y,Sales/Service,Low,Owner,South,9,D
N,F,College,0,Under 45,Y,B,NA,N,Sales/Service,Low,Owner,Midwest,2,G
Y,F,HS,538296,Over 65,Y,F,NA,Y,Retired,Med,Owner,West,6,A
N,F,HS,102187,Over 65,Y,H,NA,N,Retired,Low,Owner,West,6,G
N,F,Bach,118150,Under 45,Y,D,Married,N,Sales/Service,Low,Owner,Midwest,6,E
Y,F,Grad,404695,Under 45,Y,B,Married,Y,Sales/Service,Low,NA,Midwest,2,H
Y,F,College,174856,Under 65,Y,D,NA,Y,Professional,Med,Owner,South,3,F
N,M,HS,0,Under 65,N,H,NA,N,Sales/Service,Low,Renter,West,8,A
N,F,Bach,318210,Under 45,Y,C,NA,Y,Professional,Low,Renter,South,1,F
N,F,HS,122450,Over 65,N,D,NA,N,Retired,Low,Owner,South,6,B
N,M,Bach,0,Over 65,Y,E,Married,Y,Retired,Low,Renter,Northeast,4,E
Y,M,College,131355,Over 65,Y,D,Married,N,Retired,Low,Owner,South,4,H
N,M,HS,64157,Over 65,N,E,NA,Y,Retired,Low,Owner,Midwest,3,E
Y,F,Bach,207645,Under 45,Y,E,Married,Y,Sales/Service,Med,Owner,West,4,G
N,M,HS,0,Under 55,Y,E,Single,NA,Sales/Service,Low,Renter,South,5,B
N,F,Grad,427269,Under 65,N,B,Married,N,Professional,Low,Owner,Midwest,5,G
N,F,HS,0,Under 55,Y,I,NA,Y,Farm,Low,Owner,Midwest,7,E
Y,M,Grad,232987,Under 65,Y,E,Single,NA,Professional,Low,Owner,South,2,I
Y,F,Grad,369386,Under 45,Y,B,Married,Y,Professional,High,Owner,South,1,G
N,F,Less than HS,95920,Under 35,N,J,Married,Y,Farm,Low,Owner,Midwest,8,E
Y,F,Bach,388803,NA,Y,E,Married,NA,Sales/Service,High,Owner,West,2,E
Y,F,College,113936,Under 55,Y,F,Married,Y,Professional,Low,Owner,Midwest,1,E
Y,F,College,266832,Under 45,Y,E,Married,Y,Sales/Service,Low,Owner,South,6,E
N,M,College,0,Under 65,Y,G,Single,NA,Professional,Low,Renter,West,6,B
N,M,HS,177452,Under 45,Y,E,NA,Y,Blue Collar,Low,NA,South,3,F
N,F,Bach,205574,Under 55,Y,F,Married,N,Professional,Low,Owner,Northeast,1,E
N,M,Less than HS,0,Under 45,N,G,Single,Y,Blue Collar,Low,Renter,Midwest,8,A
Y,F,Bach,0,Under 35,Y,G,Married,Y,Professional,Low,NA,West,5,F
N,F,Less than HS,215166,Over 65,Y,D,Married,N,Retired,Low,Owner,South,1,B
N,F,Bach,331320,Under 55,Y,A,NA,N,Professional,Low,Renter,South,4,C
Y,M,Less than HS,442431,Under 55,Y,B,Married,N,Blue Collar,Med,Owner,West,1,H
N,F,HS,309690,Under 35,N,D,NA,N,Farm,Low,Owner,Northeast,3,E
Y,F,College,278304,Under 55,N,C,Married,Y,Professional,Low,Owner,Midwest,7,G
Y,M,Bach,590562,Over 65,Y,B,Married,Y,Professional,High,Owner,Northeast,1,G
Y,F,Bach,176133,Under 65,Y,I,NA,N,Professional,Low,Owner,Midwest,1,G
N,F,Less than HS,249032,Under 45,N,C,NA,Y,Professional,Med,Owner,Midwest,3,F
N,M,Less than HS,257577,Under 35,Y,H,Married,NA,Professional,Low,Renter,West,1,F
Y,M,College,116739,Under 25,N,F,NA,N,Blue Collar,Low,Owner,South,4,E
N,F,HS,67819,Under 45,Y,G,NA,Y,Blue Collar,Low,NA,South,5,B
N,M,HS,0,Under 65,N,G,Single,NA,Professional,Low,Renter,South,6,D
N,M,Bach,176198,Under 45,Y,A,Single,Y,Blue Collar,Med,Owner,Midwest,1,F
Y,M,Grad,429555,Under 35,Y,C,Married,NA,Professional,High,Owner,Northeast,2,I
Y,F,College,404390,Under 55,Y,B,NA,NA,Sales/Service,High,Owner,West,1,I
Y,M,Grad,220103,Under 55,Y,E,Married,N,Sales/Service,Low,Owner,Midwest,2,G
N,M,College,379429,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,I
Y,M,HS,254852,NA,Y,C,Married,Y,Sales/Service,Med,Owner,Northeast,4,F
Y,F,Bach,309015,Over 65,N,E,NA,N,Professional,Med,Owner,West,1,E
Y,M,HS,147368,Over 65,N,F,Married,N,Retired,Low,Owner,South,6,B
N,F,College,63216,Under 35,N,J,NA,Y,Blue Collar,Low,Owner,South,6,E
Y,M,HS,199270,Under 65,Y,F,Married,Y,Others,Low,Owner,Northeast,1,F
N,M,Grad,0,Under 35,Y,E,NA,NA,Sales/Service,Low,NA,Northeast,5,B
Y,M,Bach,0,NA,Y,G,NA,Y,Sales/Service,Low,NA,South,5,H
N,F,College,115627,Under 55,Y,B,NA,N,Blue Collar,Low,Owner,South,6,G
N,M,College,654817,Under 65,N,C,NA,Y,Sales/Service,Low,Owner,West,4,H
N,F,HS,176253,Under 35,N,G,Married,Y,Sales/Service,Low,Renter,South,5,D
N,M,HS,151204,Under 55,N,E,Married,Y,Blue Collar,Med,Owner,West,3,C
N,M,College,227037,Under 25,Y,J,NA,Y,Professional,Low,Renter,South,1,I
N,M,Grad,73030,Under 65,Y,J,NA,N,Professional,Low,Owner,South,4,D
N,F,Bach,1134417,Under 25,Y,B,NA,N,Professional,High,Owner,Midwest,1,C
N,F,College,404535,NA,N,E,NA,NA,Professional,Low,Renter,Northeast,6,F
N,M,Less than HS,0,Over 65,N,H,NA,N,Retired,Low,Renter,Midwest,8,A
Y,M,Bach,175435,Under 45,Y,A,Single,N,Professional,Low,Renter,Midwest,3,E
N,F,College,220441,Under 65,Y,I,NA,N,Professional,Med,Owner,South,2,B
Y,M,Grad,443804,Under 65,Y,B,Married,NA,Professional,High,Owner,South,1,L
Y,M,Bach,0,Under 35,N,G,Single,NA,Sales/Service,Low,Renter,Midwest,3,E
Y,F,College,359640,Under 55,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,G
Y,F,Bach,0,Under 45,Y,A,Married,NA,Sales/Service,Low,Renter,West,8,F
N,F,Less than HS,1120000,Under 35,N,G,Single,Y,Others,Low,Renter,South,7,C
Y,F,College,177452,Under 45,N,F,Single,N,Professional,Med,Owner,Northeast,3,E
Y,M,Grad,492638,Under 55,Y,C,Married,Y,Professional,Med,Owner,Northeast,1,L
Y,M,Bach,429242,Under 45,Y,C,Married,Y,Professional,High,Owner,Midwest,1,I
N,F,Less than HS,75083,Over 65,N,G,NA,N,Retired,Low,Renter,South,7,B
Y,M,Less than HS,214185,Under 35,Y,D,NA,N,Others,Low,Owner,South,4,F
N,F,HS,0,Under 65,Y,J,Married,N,Blue Collar,Low,Owner,South,3,E
Y,F,HS,0,NA,N,J,NA,N,Professional,Low,NA,Northeast,5,B
